Date,AAPL,MSFT
2024-06-27,212.65567016601562,447.8287353515625
2024-06-28,209.1991424560547,441.9941101074219
2024-07-01,215.2877960205078,451.6656799316406
2024-07-02,218.78402709960938,454.1873779296875
2024-07-03,220.05540466308594,455.6608581542969
2024-07-05,224.8131103515625,462.3756103515625
2024-07-08,226.28311157226562,461.0702209472656
2024-07-09,227.13729858398438,454.4444885253906
2024-07-10,231.4082794189453,461.080078125
2024-07-11,226.03480529785156,449.6582336425781
2024-07-12,228.98475646972656,448.52093505859375
2024-07-15,232.81871032714844,448.9263916015625
2024-07-16,233.2358856201172,444.53558349609375
2024-07-17,227.33596801757812,438.6021423339844
2024-07-18,222.6676483154297,435.487060546875
2024-07-19,222.79676818847656,432.26324462890625
2024-07-22,222.44915771484375,438.02862548828125
2024-07-23,223.4920196533203,439.9173889160156
2024-07-24,217.06568908691406,424.1442565917969
2024-07-25,216.02279663085938,413.7607116699219
2024-07-26,216.4896240234375,420.55450439453125
2024-07-29,216.7677459716797,421.9983215332031
2024-07-30,217.32394409179688,418.2305908203125
2024-07-31,220.5818328857422,413.7112731933594
2024-08-01,216.8869171142578,412.4849548339844
2024-08-02,218.3767852783203,403.9606018066406
2024-08-05,207.85824584960938,390.7684631347656
2024-08-06,205.83200073242188,395.17901611328125
2024-08-07,208.404541015625,394.0121154785156
2024-08-08,211.87100219726562,398.22491455078125
2024-08-09,214.78121948242188,401.5179443359375
2024-08-12,216.3126220703125,402.2991638183594
2024-08-13,220.0316619873047,409.4194030761719
2024-08-14,220.4791717529297,412.2377624511719
2024-08-15,223.46237182617188,417.1119384765625
2024-08-16,224.78492736816406,414.5758056640625
2024-08-19,224.6258087158203,417.6072998046875
2024-08-20,225.24234008789062,420.846923828125
2024-08-21,225.13294982910156,420.19305419921875
2024-08-22,223.27342224121094,411.6829528808594
2024-08-23,225.57049560546875,412.91143798828125
2024-08-26,225.90858459472656,409.64215087890625
2024-08-27,226.75384521484375,409.9888916015625
2024-08-28,225.2224578857422,406.7790222167969
2024-08-29,228.50396728515625,409.2756042480469
2024-08-30,227.71841430664062,413.2581787109375
2024-09-03,221.5233154296875,405.6298522949219
2024-09-04,219.61402893066406,405.0948791503906
2024-09-05,221.13548278808594,404.5896301269531
2024-09-06,219.58421325683594,397.96185302734375
2024-09-09,219.67369079589844,401.9444885253906
2024-09-10,218.878173828125,410.3455505371094
2024-09-11,221.4138946533203,419.103271484375
2024-09-12,221.5233154296875,423.02642822265625
2024-09-13,221.2548065185547,426.5829772949219
2024-09-16,215.10939025878906,427.3260498046875
2024-09-17,215.5767364501953,431.1005859375
2024-09-18,219.45492553710938,426.80096435546875
2024-09-19,227.58914184570312,434.607666015625
2024-09-20,226.9228973388672,431.21942138671875
2024-09-23,225.20257568359375,429.4758605957031
2024-09-24,226.0975341796875,425.1762390136719
2024-09-25,225.10313415527344,428.0888366699219
2024-09-26,226.24668884277344,427.2962951660156
2024-09-27,226.51516723632812,424.0368957519531
2024-09-30,231.696044921875,426.29571533203125
2024-10-01,224.94403076171875,416.775146484375
2024-10-02,225.51084899902344,413.248291015625
2024-10-03,224.40704345703125,412.66375732421875
2024-10-04,225.53073120117188,412.1882629394531
2024-10-07,220.44932556152344,405.7289123535156
2024-10-08,224.50650024414062,410.85076904296875
2024-10-09,228.25538635253906,413.5751953125
2024-10-10,227.75816345214844,411.9702453613281
2024-10-11,226.27655029296875,412.4458312988281
2024-10-14,230.00555419921875,415.2395935058594
2024-10-15,232.54129028320312,414.84326171875
2024-10-16,230.4828338623047,412.2476501464844
2024-10-17,230.8507843017578,412.84210205078125
2024-10-18,233.68482971191406,414.2687072753906
2024-10-21,235.1565399169922,414.8829040527344
2024-10-22,234.54002380371094,423.5317077636719
2024-10-23,229.46856689453125,420.6487731933594
2024-10-24,229.2796173095703,420.77752685546875
2024-10-25,230.1149444580078,424.16571044921875
2024-10-28,232.09378051757812,422.6202392578125
2024-10-29,232.36227416992188,427.93035888671875
2024-10-30,228.812255859375,428.50494384765625
2024-10-31,224.6457061767578,402.568603515625
2024-11-01,221.66250610351562,406.5511779785156
2024-11-04,220.7675323486328,404.658935546875
2024-11-05,222.19949340820312,407.6310119628906
2024-11-06,221.4735565185547,416.2698974609375
2024-11-07,226.20692443847656,421.4710388183594
2024-11-08,225.93814086914062,418.6079406738281
2024-11-11,223.22042846679688,414.1200866699219
2024-11-12,223.22042846679688,419.0933837890625
2024-11-13,224.1063995361328,421.24322509765625
2024-11-14,227.1924591064453,422.91748046875
2024-11-15,223.98696899414062,411.13812255859375
2024-11-18,226.99337768554688,411.8910217285156
2024-11-19,227.252197265625,413.90216064453125
2024-11-20,227.9689483642578,411.62353515625
2024-11-21,227.49111938476562,409.8466491699219
2024-11-22,228.8350372314453,413.9464111328125
2024-11-25,231.82151794433594,415.7232971191406
2024-11-26,234.0016632080078,424.8559265136719
2024-11-27,233.8722381591797,419.89251708984375
2024-11-29,236.26144409179688,420.3591003417969
2024-12-02,238.51126098632812,427.8240051269531
2024-12-03,241.5574951171875,428.04241943359375
2024-12-04,241.91586303710938,434.21685791015625
2024-12-05,241.94573974609375,439.3787841796875
2024-12-06,241.74664306640625,440.32183837890625
2024-12-09,245.63902282714844,442.7538757324219
2024-12-10,246.65444946289062,440.0835876464844
2024-12-11,245.38021850585938,445.7021789550781
2024-12-12,246.84359741210938,446.26800537109375
2024-12-13,247.01283264160156,443.9947204589844
2024-12-16,249.90969848632812,448.2831115722656
2024-12-17,252.33872985839844,451.132080078125
2024-12-18,246.9331817626953,434.18707275390625
2024-12-19,248.6653289794922,433.8297424316406
2024-12-20,253.34417724609375,433.40289306640625
2024-12-23,254.1206817626953,432.0627746582031
2024-12-24,257.0374755859375,436.1128845214844
2024-12-26,257.853759765625,434.90179443359375
2024-12-27,254.439208984375,427.3773193359375
2024-12-30,251.06448364257812,421.7190246582031
2024-12-31,249.29251098632812,418.4134521484375
2025-01-02,242.75209045410156,415.51483154296875
2025-01-03,242.26429748535156,420.24993896484375
2025-01-06,243.89691162109375,424.71697998046875
2025-01-07,241.11947631835938,419.2770690917969
2025-01-08,241.60726928710938,421.4510192871094
2025-01-10,235.78363037109375,415.88214111328125
2025-01-13,233.3446502685547,414.135009765625
2025-01-14,232.22967529296875,412.62615966796875
2025-01-15,236.79901123046875,423.1882019042969
2025-01-16,227.23228454589844,421.47088623046875
2025-01-17,228.9445343017578,425.8883056640625
2025-01-21,221.6375732421875,425.3621826171875
2025-01-22,222.82223510742188,442.9326171875
2025-01-23,222.65301513671875,443.4388122558594
2025-01-24,221.77694702148438,440.8082275390625
2025-01-27,228.82508850097656,431.3778381347656
2025-01-28,237.18724060058594,443.9252624511719
2025-01-29,238.2823028564453,439.0909118652344
2025-01-30,236.52027893066406,411.95111083984375
2025-01-31,234.93743896484375,412.0205993652344
2025-02-03,226.9833984375,407.91094970703125
2025-02-04,231.75186157226562,409.35028076171875
2025-02-05,231.42333984375,410.2635803222656
2025-02-06,232.16995239257812,412.7750244140625
2025-02-07,226.6051483154297,406.7494812011719
2025-02-10,226.8741912841797,409.201416015625
2025-02-11,231.82725524902344,408.4271240234375
2025-02-12,236.06277465820312,406.0447082519531
2025-02-13,240.70689392089844,407.5337219238281
2025-02-14,243.7664337158203,405.43914794921875
2025-02-18,243.6368865966797,406.64031982421875
2025-02-19,244.03550720214844,411.73272705078125
2025-02-20,244.9922637939453,413.91107177734375
2025-02-21,244.71319580078125,406.03326416015625
2025-02-24,246.25791931152344,401.8457336425781
2025-02-25,246.1981201171875,395.77825927734375
2025-02-26,239.5408935546875,397.5985412597656
2025-02-27,236.49131774902344,390.4368896484375
2025-02-28,241.01583862304688,394.87310791015625
2025-03-03,237.21881103515625,386.4184265136719
2025-03-04,235.1259765625,386.53778076171875
2025-03-05,234.93663024902344,398.8816223144531
2025-03-06,234.5280303955078,394.773681640625
2025-03-07,238.2552947998047,391.2127380371094
2025-03-10,226.70477294921875,378.1328430175781
2025-03-11,220.08740234375,378.4213562011719
2025-03-12,216.2405548095703,381.2262878417969
2025-03-13,208.96542358398438,376.750244140625
2025-03-14,212.762451171875,386.4880676269531
2025-03-17,213.27072143554688,386.6273193359375
2025-03-18,211.96519470214844,381.4749450683594
2025-03-19,214.50648498535156,385.75201416015625
2025-03-20,213.37039184570312,384.7772521972656
2025-03-21,217.52618408203125,389.1736755371094
2025-03-24,219.977783203125,390.98394775390625
2025-03-25,222.9875030517578,393.0528869628906
2025-03-26,220.77505493164062,387.89056396484375
2025-03-27,223.087158203125,388.4972839355469
2025-03-28,217.1574249267578,376.78009033203125
2025-03-31,221.37301635742188,373.3883056640625
2025-04-01,222.42941284179688,380.1520080566406
2025-04-02,223.1270294189453,380.1023254394531
2025-04-03,202.49754333496094,371.12042236328125
2025-04-04,187.738037109375,357.92120361328125
2025-04-07,180.84161376953125,355.9517822265625
2025-04-08,171.8323974609375,352.66937255859375
2025-04-09,198.17234802246094,388.40777587890625
2025-04-10,189.7710723876953,379.3165283203125
2025-04-11,197.47471618652344,386.378662109375
2025-04-14,201.82984924316406,385.7420654296875
2025-04-15,201.4511260986328,383.6731872558594
2025-04-16,193.6079559326172,369.6284484863281
2025-04-17,196.3087158203125,365.8188781738281
2025-04-21,192.50173950195312,357.2050476074219
2025-04-22,199.059326171875,364.864013671875
2025-04-23,203.9027557373047,372.3936462402344
2025-04-24,207.65989685058594,385.2347717285156
2025-04-25,208.56680297851562,389.7605285644531
2025-04-28,209.4238739013672,389.07421875
2025-04-29,210.490234375,391.9388732910156
2025-04-30,211.7758331298828,393.15234375
2025-05-01,212.59304809570312,423.1316223144531
2025-05-02,204.65020751953125,432.9589538574219
2025-05-05,198.21221923828125,433.8442077636719
2025-05-06,197.83351135253906,430.99945068359375
2025-05-07,195.58120727539062,431.03924560546875
2025-05-08,196.81698608398438,435.83355712890625
2025-05-09,197.8534393310547,436.3905334472656
2025-05-12,210.34713745117188,446.8644104003906
2025-05-13,212.48263549804688,446.74505615234375
2025-05-14,211.88389587402344,450.5247802734375
2025-05-15,211.00575256347656,451.54119873046875
2025-05-16,210.81614685058594,452.6772155761719
2025-05-19,208.3413543701172,457.26104736328125
2025-05-20,206.42539978027344,456.56353759765625
2025-05-21,201.6654052734375,450.983154296875
2025-05-22,200.9369354248047,453.26513671875
2025-05-23,194.85975646972656,448.6015625
2025-05-27,199.78936767578125,459.0746765136719
2025-05-28,199.99891662597656,455.7563781738281
2025-05-29,199.5299072265625,457.0717468261719
2025-05-30,200.4280242919922,458.7458190917969
2025-06-02,201.27622985839844,460.3502197265625
2025-06-03,202.84292602539062,461.3467102050781
2025-06-04,202.39389038085938,462.2435302734375
2025-06-05,200.20849609375,466.0401611328125
2025-06-06,203.49156188964844,468.730712890625
2025-06-09,201.02676391601562,471.0924072265625
2025-06-10,202.2441864013672,469.2688293457031
2025-06-11,198.36236572265625,470.9628601074219
2025-06-12,198.78147888183594,477.1909484863281
2025-06-13,196.03726196289062,473.2946472167969
2025-06-16,198.0031280517578,477.46002197265625
2025-06-17,195.2289581298828,476.3638610839844
2025-06-18,196.16697692871094,478.5561218261719
2025-06-20,200.57769775390625,475.7261047363281
2025-06-23,201.07666015625,484.2959289550781
2025-06-24,199.87918090820312,488.3915100097656
2025-06-25,201.13653564453125,490.5439453125
2025-06-26,200.57769775390625,495.705810546875
2025-06-27,200.65753173828125,494.20111083984375
2025-06-30,204.7389373779297,495.66595458984375
2025-07-01,207.3833770751953,490.3247375488281
2025-07-02,211.99366760253906,489.36810302734375
2025-07-03,213.10134887695312,497.0909423828125
2025-07-07,209.50889587402344,495.974853515625
2025-07-08,209.5687713623047,494.8786926269531
2025-07-09,210.69639587402344,501.74456787109375
2025-07-10,211.96372985839844,499.7216796875
2025-07-11,210.7163543701172,501.55523681640625
2025-07-14,208.1816864013672,501.2562561035156
2025-07-15,208.67066955566406,504.04644775390625
2025-07-16,209.71847534179688,503.8471374511719
2025-07-17,209.57875061035156,509.9058532714844
2025-07-18,210.73631286621094,508.2616271972656
2025-07-21,212.0335693359375,508.2715759277344
2025-07-22,213.94955444335938,503.4983825683594
2025-07-23,213.7000732421875,504.0962829589844
2025-07-24,213.31088256835938,509.0887145996094
2025-07-25,213.43064880371094,511.9088439941406
2025-07-28,213.6002960205078,510.7030334472656
2025-07-29,210.8261260986328,510.7727966308594
2025-07-30,208.6107940673828,511.4404296875
2025-07-31,207.1339111328125,531.62939453125
2025-08-01,201.95481872558594,522.2723388671875
2025-08-04,202.9227752685547,533.7619018554688
2025-08-05,202.49366760253906,525.8995361328125
2025-08-06,212.80197143554688,523.0994262695312
2025-08-07,219.56771850585938,519.0138549804688
2025-08-08,228.86814880371094,520.2095947265625
2025-08-11,226.95997619628906,519.9405517578125
2025-08-12,229.42758178710938,527.3843383789062
2025-08-13,233.10403442382812,518.7547607421875
2025-08-14,232.5545654296875,520.6480102539062
2025-08-15,231.36570739746094,518.3461303710938
2025-08-18,230.66639709472656,515.286865234375
2025-08-19,230.3367156982422,507.98260498046875
2025-08-20,225.79110717773438,503.9468078613281
2025-08-21,224.68218994140625,503.2980041503906
2025-08-22,227.53941345214844,506.2824401855469
2025-08-25,226.94000244140625,503.3179931640625
2025-08-26,229.08792114257812,501.1021423339844
2025-08-27,230.26678466796875,505.7933349609375
2025-08-28,232.33477783203125,508.68792724609375
2025-08-29,231.91517639160156,505.7434387207031
2025-09-02,229.49752807617188,504.1763610839844
2025-09-03,238.2390594482422,504.40594482421875
2025-09-04,239.5477752685547,507.02105712890625
2025-09-05,239.45787048339844,494.0752868652344
2025-09-08,237.64962768554688,497.2693176269531
2025-09-09,234.123046875,497.4789123535156
2025-09-10,226.5703582763672,499.43524169921875
2025-09-11,229.80722045898438,500.0740661621094
2025-09-12,233.84332275390625,508.94744873046875
2025-09-15,236.47076416015625,514.397216796875
2025-09-16,237.9193572998047,508.08905029296875
2025-09-17,238.75856018066406,509.06719970703125
2025-09-18,237.64962768554688,507.5001525878906
2025-09-19,245.26223754882812,516.96240234375
2025-09-22,255.8319854736328,513.4889526367188
2025-09-23,254.18359375,508.2787170410156
2025-09-24,252.06564331054688,509.19696044921875
2025-09-25,256.6212158203125,506.0827941894531
2025-09-26,255.2126007080078,510.5045166015625
2025-09-29,254.18359375,513.6386108398438
2025-09-30,254.38340759277344,516.982421875
2025-10-01,255.20260620117188,518.7391357421875
2025-10-02,256.8809814453125,514.7765502929688
2025-10-03,257.7701110839844,516.3834838867188
2025-10-06,256.44140625,527.5825805664062
2025-10-07,256.23162841796875,523.0010986328125
2025-10-08,257.8100891113281,523.8695068359375
2025-10-09,253.79396057128906,521.4241333007812
2025-10-10,245.032470703125,510.0054626464844
2025-10-13,247.42015075683594,513.0896606445312
2025-10-14,247.53004455566406,512.610595703125
2025-10-15,249.09852600097656,512.4708251953125
2025-10-16,247.21035766601562,510.65423583984375
2025-10-17,252.045654296875,512.62060546875
2025-10-20,261.98602294921875,515.8245239257812
2025-10-21,262.5155029296875,516.6929321289062
2025-10-22,258.19970703125,519.5675659179688
2025-10-23,259.3285827636719,519.5875244140625
2025-10-24,262.56549072265625,522.6318359375
2025-10-27,268.5496520996094,530.527099609375
2025-10-28,268.7394714355469,541.057373046875
2025-10-29,269.4388122558594,540.538330078125
2025-10-30,271.13714599609375,524.77783203125
2025-10-31,270.108154296875,516.8426513671875
2025-11-03,268.7894287109375,516.0641479492188
2025-11-04,269.7784729003906,513.3692016601562
2025-11-05,269.8783874511719,506.2125549316406
2025-11-06,269.50872802734375,496.1713562011719
2025-11-07,268.2099914550781,495.8918762207031
2025-11-10,269.42999267578125,505.0547180175781
2025-11-11,275.25,507.7297058105469
2025-11-12,273.4700012207031,510.1851501464844
2025-11-13,272.95001220703125,502.34979248046875
2025-11-14,272.4100036621094,509.2268981933594
2025-11-17,267.4599914550781,506.54193115234375
2025-11-18,267.44000244140625,492.8675537109375
2025-11-19,268.55999755859375,486.2099914550781
